3.0500,0.1000,0.0992,0.3582,-5.0000,5.0000
3.1000,0.1000,0.0995,0.3990,-5.0000,5.0000
3.1500,0.1000,0.0996,0.4284,-5.0000,5.0000
3.2000,0.1000,0.0997,0.4494,-5.0000,5.0000
3.2500,0.1000,0.0998,0.4644,-5.0000,5.0000
3.3000,0.1000,0.0999,0.4751,-5.0000,5.0000
3.3500,0.1000,0.0999,0.4826,-5.0000,5.0000
3.4000,0.1000,0.0999,0.4878,-5.0000,5.0000
3.4500,0.1000,0.1000,0.4915,-5.0000,5.0000
3.5000,0.1000,0.1000,0.4941,-5.0000,5.0000
3.5500,0.1000,0.1000,0.4959,-5.0000,5.0000
3.6000,0.1000,0.1000,0.4972,-5.0000,5.0000
3.6500,0.1000,0.1000,0.4981,-5.0000,5.0000
3.7000,0.1000,0.1000,0.4987,-5.0000,5.0000
3.7500,0.1000,0.1000,0.4991,-5.0000,5.0000
3.8000,0.1000,0.1000,0.4994,-5.0000,5.0000
3.8500,0.1000,0.1000,0.4996,-5.0000,5.0000
3.9000,0.1000,0.1000,0.4997,-5.0000,5.0000
3.9500,0.1000,0.1000,0.4998,-5.0000,5.0000
4.0000,0.1000,0.1000,0.4999,-5.0000,5.0000
4.0500,0.1000,0.1000,0.4999,-5.0000,5.0000
4.1000,0.1000,0.1000,0.4999,-5.0000,5.0000
4.1500,0.1000,0.1000,0.5000,-5.0000,5.0000
4.2000,0.1000,0.1000,0.5000,-5.0000,5.0000
4.2500,0.1000,0.1000,0.5000,-5.0000,5.0000
4.3000,0.1000,0.1000,0.5000,-5.0000,5.0000
4.3500,0.1000,0.1000,0.5000,-5.0000,5.0000
4.4000,0.1000,0.1000,0.5000,-5.0000,5.0000
4.4500,0.1000,0.1000,0.5000,-5.0000,5.0000
4.5000,0.1000,0.1000,0.5000,-5.0000,5.0000
4.5500,0.1000,0.1000,0.5000,-5.0000,5.0000
4.6000,0.1000,0.1000,0.5000,-5.0000,5.0000
4.6500,0.1000,0.1000,0.5000,-5.0000,5.0000
4.7000,0.1000,0.1000,0.5000,-5.0000,5.0000
4.7500,0.1000,0.1000,0.5000,-5.0000,5.0000
4.8000,0.1000,0.1000,0.5000,-5.0000,5.0000
4.8500,0.1000,0.1000,0.5000,-5.0000,5.0000
4.9000,0.1000,0.1000,0.5000,-5.0000,5.0000
4.9500,0.1000,0.1000,0.5000,-5.0000,5.0000
5.0000,0.1000,0.1000,0.5000,-5.0000,5.0000
